,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
0,Albany,-36.72795,174.70135,QBE Stadium,-36.726937342858996,174.70205945588367,Stadium
1,Albany,-36.72795,174.70135,茶顏觀色 Bubble Tea Cafe,-36.72617803610858,174.6972947295745,Bubble Tea Shop
2,Albany,-36.72795,174.70135,Albany Mega Centre,-36.73121982603373,174.70671933083807,Shopping Mall
3,Albany,-36.72795,174.70135,K-Mart,-36.728644008260225,174.70972239040753,Department Store
4,Albany,-36.72795,174.70135,Opium Cafe,-36.72517410411236,174.69502554378033,Café
5,Albany,-36.72795,174.70135,PAK'nSAVE,-36.730130121095996,174.7071574481709,Supermarket
6,Albany,-36.72795,174.70135,The Merchant Bar & Kitchen,-36.7278104371205,174.70908846074056,Bar
7,Albany,-36.72795,174.70135,Event Cinemas,-36.72833480908227,174.70864287679464,Movie Theater
8,Albany,-36.72795,174.70135,The Warehouse Extra,-36.73011378198442,174.70440109351668,Department Store
9,Albany,-36.72795,174.70135,Event Cinemas Gold Class,-36.72804159736464,174.70857799789718,Multiplex
10,Albany,-36.72795,174.70135,BurgerFuel,-36.732776,174.709195,Burger Joint
11,Albany,-36.72795,174.70135,Matsu Sushi,-36.728464782505796,174.708698634875,Sushi Restaurant
12,Albany,-36.72795,174.70135,Briscoes,-36.73155114637537,174.70669309983802,Furniture / Home Store
13,Albany,-36.72795,174.70135,New World,-36.72866842357832,174.71037938103146,Grocery Store
14,Albany,-36.72795,174.70135,The Wine Box,-36.72462834209896,174.69474654210774,Restaurant
15,Albany,-36.72795,174.70135,McDonald's,-36.729670971051895,174.7032994418585,Fast Food Restaurant
16,Albany,-36.72795,174.70135,JB Hi-Fi,-36.72857830496963,174.7074796713943,Electronics Store
17,Albany,-36.72795,174.70135,Westfield Albany,-36.728388557622786,174.70873884532827,Shopping Mall
18,Albany,-36.72795,174.70135,Nando's,-36.73259092331093,174.70888322689495,Portuguese Restaurant
19,Albany,-36.72795,174.70135,Rebel Sport,-36.73145535156221,174.7065493241985,Sporting Goods Shop
20,Albany,-36.72795,174.70135,Aroma Cafe,-36.72582738,174.696971,Café
21,Albany,-36.72795,174.70135,Mama Loco,-36.72761026599772,174.70942841422618,Bar
22,Albany,-36.72795,174.70135,Lone Star Albany,-36.72282048460534,174.7045246942606,American Restaurant
23,Albany,-36.72795,174.70135,Tank Juice Bar,-36.72854225234029,174.70869510347728,Juice Bar
24,Albany,-36.72795,174.70135,Burger King,-36.73063388690425,174.70577536373537,Fast Food Restaurant
25,Albany,-36.72795,174.70135,McDonald's,-36.728465050553865,174.70874047972805,Fast Food Restaurant
26,Albany,-36.72795,174.70135,Columbus Coffee,-36.72783759670169,174.70864584204003,Café
27,Albany,-36.72795,174.70135,Paper Moon Cafe and Bar,-36.728118832486786,174.70864742193305,Café
28,Albany,-36.72795,174.70135,GPK,-36.72644107373151,174.69785941502658,Italian Restaurant
29,Albany,-36.72795,174.70135,Hollywood Bakery Mega Center,-36.730141066803405,174.7045808371726,Café
30,Albany,-36.72795,174.70135,Hallensteins,-36.7304621229079,174.70457062937453,Men's Store
31,Albany,-36.72795,174.70135,Domino's Pizza,-36.72608920346368,174.6972764561035,Pizza Place
32,Albany,-36.72795,174.70135,Albany Tennis Park,-36.72414009293135,174.69955054644612,Tennis Court
33,Albany,-36.72795,174.70135,The Flying Burrito Brothers,-36.72263671967662,174.70476968110992,Mexican Restaurant
34,Albany,-36.72795,174.70135,Farmers,-36.7285955196212,174.7074481041145,Department Store
35,Albany,-36.72795,174.70135,Cotton On,-36.73133842571635,174.70593129489103,Clothing Store
36,Albany,-36.72795,174.70135,Noel Leeming,-36.731359503490104,174.70594455425606,Electronics Store
37,Albany,-36.72795,174.70135,Euro Deli,-36.72936810211209,174.71206991663036,Café
38,Albany,-36.72795,174.70135,Katsubi,-36.728425492197026,174.70868827654712,Japanese Restaurant
39,Albany,-36.72795,174.70135,Ferguson,-36.733308,174.702631,Bar
40,Albany,-36.72795,174.70135,Animates,-36.73147034987855,174.70670296034055,Pet Store
41,Albany,-36.72795,174.70135,2Degrees,-36.728637431733304,174.70861277541107,Mobile Phone Shop
42,Albany,-36.72795,174.70135,Whitcoulls,-36.728331216068185,174.70867026519704,Bookstore
43,Albany,-36.72795,174.70135,Gloria Jean's Coffees,-36.72836606709351,174.70873015671037,Café
44,Albany,-36.72795,174.70135,L'occitane,-36.72891846,174.70866877999998,Cosmetics Shop
45,Albany,-36.72795,174.70135,Mad Mex,-36.728517344953595,174.70874546729692,Mexican Restaurant
46,Albany,-36.72795,174.70135,Torpedo7,-36.73112116621574,174.70772985620212,Athletics & Sports
47,Albany,-36.72795,174.70135,Amcal Albany Pharmacy,-36.729268862939065,174.70893940103954,Pharmacy
48,Albany,-36.72795,174.70135,Glassons,-36.72878942134874,174.7091639550804,Women's Store
49,Albany,-36.72795,174.70135,Spotlight,-36.73186396996987,174.7078268248719,Fabric Shop
50,Albany,-36.72795,174.70135,Waroeng Wardani,-36.731672823554284,174.708883262392,Indonesian Restaurant
51,Albany,-36.72795,174.70135,Hooten skate park,-36.7213516417665,174.70529027469223,Skate Park
52,Albany,-36.72795,174.70135,Specsavers Optometrists - Albany Westfield,-36.7285099,174.710876,Doctor's Office
53,Albany,-36.72795,174.70135,Korea Mart,-36.73063370188703,174.71113386876002,Grocery Store
54,Albany,-36.72795,174.70135,Gordon Harris Art supplies,-36.72953411732304,174.71184322525409,Arts & Crafts Store
55,Arch Hill,-36.863,174.7432,Grey Lynn Park,-36.86152379092336,174.74314823117984,Park
56,Arch Hill,-36.863,174.7432,Crumb,-36.862473,174.745015,Café
57,Arch Hill,-36.863,174.7432,Philippes Chocolat,-36.86530493364565,174.74482195586552,Bakery
58,Arch Hill,-36.863,174.7432,Tiger Burger,-36.864779,174.737483,Burger Joint
59,Arch Hill,-36.863,174.7432,Ponsonby Central,-36.856276280712656,174.74616891882988,Shopping Mall
60,Arch Hill,-36.863,174.7432,El Sizzling Chorizo,-36.85629022374343,174.74613059744718,Argentinian Restaurant
61,Arch Hill,-36.863,174.7432,Countdown,-36.85837462326917,174.74886174894496,Market
62,Arch Hill,-36.863,174.7432,Dante's Pizzeria Napoletana,-36.85632590785849,174.7461862434658,Pizza Place
63,Arch Hill,-36.863,174.7432,Anytime Fitness,-36.85917130943719,174.74859148263928,Gym / Fitness Center
64,Arch Hill,-36.863,174.7432,Oh!SO Cafe,-36.86008734258334,174.74843506662623,Café
65,Arch Hill,-36.863,174.7432,SPQR,-36.85564542550434,174.74638443242955,Italian Restaurant
66,Arch Hill,-36.863,174.7432,Burger Burger,-36.856229416530134,174.7461443381607,Burger Joint
67,Arch Hill,-36.863,174.7432,Ceres Fresh Market,-36.85635501126591,174.74612233124523,Fruit & Vegetable Store
68,Arch Hill,-36.863,174.7432,Conch,-36.85587757667903,174.74658693024335,Café
69,Arch Hill,-36.863,174.7432,Ponsonby International Foodcourt,-36.85742830156598,174.74840255646507,Food Court
70,Arch Hill,-36.863,174.7432,Pocket Bar & Kitchen,-36.865093,174.737232,Bistro
71,Arch Hill,-36.863,174.7432,Viet Cafe,-36.86394621336613,174.73719057854248,Vietnamese Restaurant
72,Arch Hill,-36.863,174.7432,Il Buco,-36.85582180832621,174.74660694312058,Italian Restaurant
73,Arch Hill,-36.863,174.7432,The street food collective,-36.85692571820785,174.7466687490783,Food Court
74,Arch Hill,-36.863,174.7432,Bedford Soda & Liquor,-36.85643637277349,174.7462558355175,American Restaurant
75,Arch Hill,-36.863,174.7432,Le Vietnamese Kitchen,-36.85605777577978,174.74677485652222,Vietnamese Restaurant
76,Arch Hill,-36.863,174.7432,Viva Latino! Dance Studios,-36.8606661099,174.7535787106588,Dance Studio
77,Arch Hill,-36.863,174.7432,The Blue Breeze Inn,-36.85601117295451,174.7463476378409,Restaurant
78,Arch Hill,-36.863,174.7432,BurgerFuel,-36.85723,174.747853,Burger Joint
79,Arch Hill,-36.863,174.7432,Epolito's Pizzeria,-36.85497040426815,174.73890448736907,Pizza Place
80,Arch Hill,-36.863,174.7432,eighthirty™,-36.85923284113346,174.75329690323144,Café
81,Arch Hill,-36.863,174.7432,Little Bread & Butter Bakery,-36.85646378275906,174.74614449330247,Bakery
82,Arch Hill,-36.863,174.7432,Ripe Delicatessen,-36.85492184551169,174.7388727428854,Café
83,Arch Hill,-36.863,174.7432,Azabu,-36.85919616946072,174.75161272296347,Japanese Restaurant
84,Arch Hill,-36.863,174.7432,ThirtyNine Cafe,-36.85750314338634,174.74866524723888,Café
85,Arch Hill,-36.863,174.7432,Satya South Indian Restaurant,-36.860020713920235,174.7522684845499,South Indian Restaurant
86,Arch Hill,-36.863,174.7432,Mexico Ponsonby,-36.85512874914521,174.74616013456463,Mexican Restaurant
87,Arch Hill,-36.863,174.7432,The Baker's Cottage,-36.87029598561687,174.74846645677272,Bakery
88,Arch Hill,-36.863,174.7432,Eighthirty Coffee Roasters,-36.85634273748613,174.74603045388415,Café
89,Arch Hill,-36.863,174.7432,Foxtrot Parlour,-36.85644808641732,174.7461675315301,Café
90,Arch Hill,-36.863,174.7432,Heroes For Sale,-36.859534335751384,174.75301830838197,Toy / Game Store
91,Arch Hill,-36.863,174.7432,Verandahs Backpackers Lodge,-36.85846594523985,174.75137915093777,Hostel
92,Arch Hill,-36.863,174.7432,Grand Central,-36.85693723535371,174.74762432668197,Bar
93,Arch Hill,-36.863,174.7432,Charlie Boys,-36.86271223990294,174.74861772734658,Café
94,Arch Hill,-36.863,174.7432,Ben & Jerry’s,-36.855531490665136,174.74612921476364,Ice Cream Shop
95,Arch Hill,-36.863,174.7432,Saan,-36.855453,174.74605,Thai Restaurant
96,Arch Hill,-36.863,174.7432,Ponsonby Road Bistro,-36.85459185349729,174.74600595002858,Restaurant
97,Arch Hill,-36.863,174.7432,Il Forno,-36.85734896464817,174.74700108593132,Bakery
98,Arch Hill,-36.863,174.7432,Mr Toms,-36.854849727286265,174.74609971187303,Bar
99,Arch Hill,-36.863,174.7432,Orphan's Kitchen,-36.85706066092251,174.74775755377547,Restaurant
100,Arch Hill,-36.863,174.7432,Thai House,-36.85770262813729,174.74899816475263,Thai Restaurant
101,Arch Hill,-36.863,174.7432,Pane E Vino,-36.85889661218115,174.74804162979126,Italian Restaurant
102,Arch Hill,-36.863,174.7432,The Dairy,-36.856343616795584,174.7461478375938,Deli / Bodega
103,Arch Hill,-36.863,174.7432,Ponsonby Social Club,-36.85557228880753,174.7463026981668,Bar
104,Arch Hill,-36.863,174.7432,Tokyo Club,-36.856252317061326,174.74625137501758,Japanese Restaurant
105,Arch Hill,-36.863,174.7432,Sawadee Thai,-36.85901966733104,174.75100003683363,Thai Restaurant
106,Arch Hill,-36.863,174.7432,Ipanema,-36.859448403376554,174.75234783523194,Bar
107,Arch Hill,-36.863,174.7432,Santos Cafè,-36.857139356273635,174.74785735574378,Café
108,Arch Hill,-36.863,174.7432,Miss Moonshine's,-36.85675011542741,174.74681457481103,BBQ Joint
109,Arch Hill,-36.863,174.7432,Chop Chop Noodle House,-36.85623144414784,174.74633054072726,Asian Restaurant
110,Arch Hill,-36.863,174.7432,Yuzu,-36.855142436723774,174.74624434482456,Japanese Restaurant
111,Arch Hill,-36.863,174.7432,The Portland Public House,-36.871778903642436,174.74502691763567,Bar
112,Arch Hill,-36.863,174.7432,Burger Wisconsin,-36.85506998227117,174.7462158795528,Burger Joint
113,Arch Hill,-36.863,174.7432,Craft Kitchen,-36.85963531870312,174.7525822549725,Café
114,Arch Hill,-36.863,174.7432,Torpedo7,-36.85941602543808,174.7534894274826,Sporting Goods Shop
115,Arch Hill,-36.863,174.7432,Longroom,-36.857167543986336,174.74781392040805,Bar
116,Arch Hill,-36.863,174.7432,Ponsonby Pool Hall,-36.85748843738305,174.74842787899826,Pool Hall
117,Arch Hill,-36.863,174.7432,Revelry,-36.85742701367792,174.74833229137977,Bar
118,Arch Hill,-36.863,174.7432,Freeman & Grey,-36.85739178159021,174.74851798704546,Restaurant
119,Arch Hill,-36.863,174.7432,Ponsonby Fish & Chips,-36.85551981796983,174.74642284810434,Fish & Chips Shop
120,Arch Hill,-36.863,174.7432,The Williamson,-36.858255,174.748091,Café
121,Arch Hill,-36.863,174.7432,One 2 One cafe,-36.85563541589846,174.74654152614488,Coffee Shop
122,Arch Hill,-36.863,174.7432,Cocoro,-36.85629241190556,174.74278600077946,Japanese Restaurant
123,Arch Hill,-36.863,174.7432,Occam,-36.86479728531197,174.73826342596453,Café
124,Arch Hill,-36.863,174.7432,Dessert Dojo,-36.856540184220094,174.74714040756223,Ice Cream Shop
125,Arch Hill,-36.863,174.7432,Late Night Diner,-36.855553329558255,174.7462391209558,Diner
126,Arch Hill,-36.863,174.7432,Urban Jungle,-36.86411509753881,174.73746757733466,Café
127,Arch Hill,-36.863,174.7432,Gelato Amante,-36.857165940175484,174.74840146836803,Ice Cream Shop
128,Arch Hill,-36.863,174.7432,Chapel Bar & Bistro,-36.85499663275454,174.7462481207213,Bar
129,Arch Hill,-36.863,174.7432,Mad Mex,-36.857326830593344,174.74819722705965,Mexican Restaurant
130,Arch Hill,-36.863,174.7432,Subway,-36.855871834189195,174.74653540300872,Sandwich Place
131,Arch Hill,-36.863,174.7432,Bolliwood,-36.85720072745402,174.7480593952689,Indian Restaurant
132,Arch Hill,-36.863,174.7432,The Surrey Hotel,-36.866391431483414,174.7389861007949,Hotel
133,Arch Hill,-36.863,174.7432,Murder Burger,-36.85663863261184,174.74711409001463,Burger Joint
134,Arch Hill,-36.863,174.7432,Farmville Fruit & Veges,-36.86442806643921,174.73689472003895,Fruit & Vegetable Store
135,Arch Hill,-36.863,174.7432,GoodFor Store,-36.858016,174.749264,Market
136,Arch Hill,-36.863,174.7432,Wunderkammer,-36.85796123701916,174.74926846112749,Men's Store
137,Arch Hill,-36.863,174.7432,Mutiara Malaysian Restaurant,-36.85822167517717,174.74990260320845,Malay Restaurant
138,Arch Hill,-36.863,174.7432,Covo On Richmond,-36.855637252698486,174.73932307872082,Italian Restaurant
139,Arch Hill,-36.863,174.7432,Richmond Road Superette,-36.855597,174.739119,Grocery Store
140,Arch Hill,-36.863,174.7432,Lokanta Eating House & Bar,-36.8554012338858,174.73940946857368,Mediterranean Restaurant
141,Arch Hill,-36.863,174.7432,Richmond Road Minimart,-36.85520312584861,174.73872900009155,Grocery Store
142,Arch Hill,-36.863,174.7432,Subway,-36.87062614672841,174.74839342162454,Sandwich Place
143,Arch Hill,-36.863,174.7432,Richmond Road Liquor,-36.85499440507205,174.73892659098496,Liquor Store
144,Auckland,-36.8625,174.7658,Bian Sushi,-36.862960009711294,174.7613045165382,Sushi Restaurant
145,Auckland,-36.8625,174.7658,The French Café,-36.8644429407572,174.76089777701802,French Restaurant
146,Auckland,-36.8625,174.7658,Bodytech,-36.865713112666434,174.7641841728413,Gym
147,Auckland,-36.8625,174.7658,RAMEN DO,-36.862724748740106,174.76140231036266,Noodle House
148,Auckland,-36.8625,174.7658,Les Mills Newmarket,-36.86623182992063,174.77066441939914,Gym
149,Auckland,-36.8625,174.7658,Twenty Three,-36.86569651579878,174.76102623425584,Café
150,Auckland,-36.8625,174.7658,Symonds Indian Restaurant & Takeaways,-36.86311218762576,174.7613304356974,Indian Restaurant
151,Auckland,-36.8625,174.7658,Revel! Cafe,-36.857964932819854,174.76083443491248,Café
152,Auckland,-36.8625,174.7658,Auckland Domain,-36.86111174031875,174.77503254171353,Park
153,Auckland,-36.8625,174.7658,Wintergarden,-36.860110260891744,174.77435635057432,Monument / Landmark
154,Auckland,-36.8625,174.7658,Ken Yakitori,-36.85788863535742,174.7621041832221,Yakitori Restaurant
155,Auckland,-36.8625,174.7658,Cordis Auckland by Langham Hospitality Group (Cordis Auckland),-36.857577,174.7635626,Hotel
156,Auckland,-36.8625,174.7658,Kazuya,-36.8632053827615,174.76115513582488,Japanese Restaurant
157,Auckland,-36.8625,174.7658,Galbraith's Alehouse,-36.865660060386034,174.76109636657804,Pub
158,Auckland,-36.8625,174.7658,Sabato Ltd,-36.868566041224554,174.76485735341873,Gourmet Shop
159,Auckland,-36.8625,174.7658,Millers,-36.858667850995296,174.76081794795107,Coffee Shop
160,Auckland,-36.8625,174.7658,Goodness Gracious Café and Bagelry,-36.86531026409047,174.76034523803247,Bagel Shop
161,Auckland,-36.8625,174.7658,Eight at Cordis,-36.85694091882056,174.763811054973,Buffet
162,Auckland,-36.8625,174.7658,Jaycar,-36.86567559,174.76781883,Automotive Shop
163,Auckland,-36.8625,174.7658,The Little Cake Kitchen,-36.86079402751707,174.759975753176,Cupcake Shop
164,Auckland,-36.8625,174.7658,Scullery,-36.85793808305146,174.76040774019648,Café
165,Auckland,-36.8625,174.7658,Satya South Indian Restaurant,-36.85760530680967,174.75830747385442,South Indian Restaurant
166,Auckland,-36.8625,174.7658,St Peters College Soccer Pitch,-36.86742581218621,174.77058724471544,Soccer Field
167,Auckland,-36.8625,174.7658,Verona Cafe,-36.85789890877046,174.7604020728383,Coffee Shop
168,Auckland,-36.8625,174.7658,The Tattooed Heart,-36.857846433990794,174.75976822954814,Tattoo Parlor
169,Auckland,-36.8625,174.7658,Real Groovy,-36.854654646848786,174.76291367548043,Record Shop
170,Auckland,-36.8625,174.7658,The Corner Store,-36.865677152154774,174.76100176677033,Cocktail Bar
171,Auckland,-36.8625,174.7658,Coco's Cantina,-36.85800139140342,174.75663307789213,Bistro
172,Auckland,-36.8625,174.7658,Little And Friday,-36.8678680716444,174.7743640259182,Café
173,Auckland,-36.8625,174.7658,Bamboo Kitchen,-36.865475646976186,174.76088283702938,Asian Restaurant
174,Auckland,-36.8625,174.7658,Four Points by Sheraton Auckland,-36.853711,174.763656,Hotel
175,Auckland,-36.8625,174.7658,Bestie Café,-36.857433462982264,174.76023213842694,Coffee Shop
176,Auckland,-36.8625,174.7658,Ruang Thong 2,-36.86338264239735,174.76115994643214,Thai Restaurant
177,Auckland,-36.8625,174.7658,Maison Vauron,-36.867234,174.773561357095,Wine Shop
178,Auckland,-36.8625,174.7658,Jin Hai Wan,-36.854506812323294,174.7664982487868,Asian Restaurant
179,Auckland,-36.8625,174.7658,St Kevin's Arcade,-36.857842997355675,174.76008983270614,Shopping Mall
180,Auckland,-36.8625,174.7658,Iko Iko,-36.857852416125134,174.75996238270153,Gift Shop
181,Auckland,-36.8625,174.7658,The Classic,-36.85380340518736,174.76307316945199,Comedy Club
182,Auckland,-36.8625,174.7658,Santos,-36.864475562900786,174.77269778439288,Café
183,Auckland,-36.8625,174.7658,Powerstation,-36.86613327917517,174.76135638908295,Music Venue
184,Auckland,-36.8625,174.7658,Uncle Man's,-36.857626556932615,174.75826029056532,Malay Restaurant
185,Auckland,-36.8625,174.7658,Renkon,-36.857437409588975,174.75901795818143,Japanese Restaurant
186,Auckland,-36.8625,174.7658,The Eagle,-36.85758702235196,174.75851593281845,Gay Bar
187,Auckland,-36.8625,174.7658,Sri Pinang,-36.85792859833915,174.75704309117165,Malay Restaurant
188,Auckland,-36.8625,174.7658,Kati Grill,-36.857973535875644,174.76077859596228,Indian Restaurant
189,Auckland,-36.8625,174.7658,Fusion Sushi,-36.85765068898045,174.75873717084215,Sushi Restaurant
190,Auckland,-36.8625,174.7658,Myers Park,-36.856244432235556,174.76088485051787,Park
191,Auckland,-36.8625,174.7658,Brothers Juke Joint BBQ,-36.86841920420612,174.75893017732943,American Restaurant
192,Auckland,-36.8625,174.7658,Al's Deli,-36.85657565629338,174.76217528564544,Bagel Shop
193,Auckland,-36.8625,174.7658,Satya South Indian Restaurant,-36.86696738245429,174.76177943290938,South Indian Restaurant
194,Auckland,-36.8625,174.7658,Starbucks,-36.85461152077485,174.76766501324664,Coffee Shop
195,Auckland,-36.8625,174.7658,Ah Ssak,-36.85579618569335,174.76228359955655,Korean Restaurant
196,Auckland,-36.8625,174.7658,Sal's Authentic New York Pizza,-36.857880862054564,174.76011138578897,Pizza Place
197,Auckland,-36.8625,174.7658,Café Mont,-36.870153,174.760729,Coffee Shop
198,Auckland,-36.8625,174.7658,Beresford Wine Bar,-36.857158433231895,174.75883995080588,Bar
199,Auckland,-36.8625,174.7658,Club Physical,-36.86067873621428,174.7623737499481,Gym
200,Auckland,-36.8625,174.7658,IL MEE 一味食堂,-36.85602943943112,174.76228069764352,Korean Restaurant
201,Auckland,-36.8625,174.7658,Wintergarden Cafe,-36.85959547486576,174.773778034315,Café
202,Auckland,-36.8625,174.7658,Wine Cellar,-36.85733463310838,174.76012895898927,Wine Bar
203,Auckland,-36.8625,174.7658,The Good Home,-36.868998,174.764696,Restaurant
204,Auckland,-36.8625,174.7658,Zest Cafe,-36.862473771122,174.75879510750744,Café
205,Auckland,-36.8625,174.7658,Johnny Feedback,-36.85720442901305,174.75890906480092,Coffee Shop
206,Auckland,-36.8625,174.7658,Red Bar,-36.856766714037775,174.75884050835649,Cocktail Bar
207,Auckland,-36.8625,174.7658,St Pierre's Sushi & Seafood,-36.857830641244284,174.7604407392064,Sushi Restaurant
208,Auckland,-36.8625,174.7658,Brothers Beer Mt Eden,-36.86836980249405,174.75890623000635,Brewery
209,Auckland,-36.8625,174.7658,galatos,-36.85859767912197,174.75771567652302,Music Venue
210,Auckland,-36.8625,174.7658,Welcome Eatery,-36.86411523448721,174.76421275967718,Café
211,Auckland,-36.8625,174.7658,Le Garde Manger,-36.855701966596165,174.76241439137593,French Restaurant
212,Auckland,-36.8625,174.7658,Fort Greene,-36.857717578552624,174.76012005822446,Sandwich Place
213,Auckland,-36.8625,174.7658,PokPok,-36.85753832726458,174.75838128960496,Thai Restaurant
214,Auckland,-36.8625,174.7658,Masako Sushi & Sake Bar,-36.85794303772216,174.76188123440724,Sushi Restaurant
215,Auckland,-36.8625,174.7658,Horse and Trap,-36.86843101880602,174.76206837452725,Pub
216,Auckland,-36.8625,174.7658,Top Cafe,-36.859449039653136,174.76057896193768,Dumpling Restaurant
217,Auckland,-36.8625,174.7658,Army and Outdoors,-36.8578038594175,174.75741755048332,Thrift / Vintage Store
218,Auckland,-36.8625,174.7658,The Mind Lab,-36.86462150893076,174.7715368099095,Coffee Shop
219,Auckland,-36.8625,174.7658,Fujisan,-36.8559217690335,174.76237946048383,Japanese Restaurant
220,Auckland,-36.8625,174.7658,Gala,-36.87073715696693,174.7624092568428,Café
221,Auckland,-36.8625,174.7658,Betsia Kebabs & Burgers,-36.863439943043225,174.7611786929535,Kebab Restaurant
222,Auckland,-36.8625,174.7658,Jetts 24 Hour Fitness Eden Terrace,-36.86667045561936,174.7572502966946,Gym
223,Auckland,-36.8625,174.7658,Mexicali Fresh K Road,-36.85801447104214,174.76056325567234,Mexican Restaurant
224,Auckland,-36.8625,174.7658,Lebanese Cafe,-36.85782527306992,174.75747406643504,Lebanese Restaurant
225,Auckland,-36.8625,174.7658,Benediction,-36.86269380597905,174.76014168076972,Café
226,Auckland,-36.8625,174.7658,Lim Chhour Food Hall,-36.85800291398235,174.76003658142423,Food Court
227,Auckland,-36.8625,174.7658,Columbus Coffee,-36.861337080822345,174.77018813633484,Coffee Shop
228,Auckland,-36.8625,174.7658,Mercury Plaza Food Court,-36.859148897156,174.75922757448768,Food Court
229,Auckland,-36.8625,174.7658,Wok'n Noodle,-36.86829545119662,174.7639629687651,Asian Restaurant
230,Auckland,-36.8625,174.7658,Burger Geek,-36.862666,174.761136,Burger Joint
231,Auckland,-36.8625,174.7658,Gemmayze St شارع الجميزة,-36.85769,174.76013,Lebanese Restaurant
232,Auckland,-36.8625,174.7658,Mozaik Caffe,-36.86565702428197,174.76409739336307,Food
233,Auckland,-36.8625,174.7658,Basque Park,-36.864524732782385,174.7572951697493,Park
234,Auckland,-36.8625,174.7658,FM Cafe,-36.86452425506916,174.7642154373788,Café
235,Auckland,-36.8625,174.7658,Shaolin Kung Fu Noodle,-36.856170497789286,174.7621678237451,Chinese Restaurant
236,Auckland,-36.8625,174.7658,L'affare,-36.867957525087604,174.77431377288931,Coffee Shop
237,Auckland,-36.8625,174.7658,Al Volo,-36.86570502134385,174.7610072686901,Pizza Place
238,Auckland,-36.8625,174.7658,Haka Lodge,-36.85791624219382,174.7566556702159,Hostel
239,Auckland,-36.8625,174.7658,Gina's Italian Kitchen,-36.862541826248005,174.76141600885194,Italian Restaurant
240,Auckland,-36.8625,174.7658,Family Bar,-36.857658042315734,174.75860834499443,Gay Bar
241,Auckland,-36.8625,174.7658,K Road,-36.85776776777917,174.75929617881775,Road
242,Auckland,-36.8625,174.7658,Gloria Jean's Coffees,-36.858018043208844,174.76233105632187,Café
243,Auckland,-36.8625,174.7658,Lim Chhour Supermarket,-36.85812911629727,174.76003331302076,Grocery Store
244,Avondale,-36.8878,174.6845,Castor Bay,-36.889340756738655,174.68440158066483,Beach
245,Avondale,-36.8878,174.6845,Avondale Superette,-36.88744696635247,174.68450546264648,Convenience Store
246,Avondale,-36.8878,174.6845,"Columbus Coffee, Rosebank Rd",-36.88265674435103,174.67926427401102,Café
247,Avondale,-36.8878,174.6845,McDonald's,-36.89610707247778,174.68827667031968,Fast Food Restaurant
248,Avondale,-36.8878,174.6845,Avondale Skatepark,-36.89324625375958,174.67999519953955,Skate Park
249,Balmoral,-36.89075,174.74175,Paradise,-36.89290485186037,174.73643332407815,Indian Restaurant
250,Balmoral,-36.89075,174.74175,Banzai,-36.88870199340326,174.7466756370036,Japanese Restaurant
251,Balmoral,-36.89075,174.74175,Hulucat Tea House,-36.889028,174.746689,Dessert Shop
252,Balmoral,-36.89075,174.74175,Satya South Indian Restaurant,-36.89155858541661,174.73641111173774,South Indian Restaurant
253,Balmoral,-36.89075,174.74175,Kiss Kiss,-36.88853648797782,174.74753780237967,Thai Restaurant
254,Balmoral,-36.89075,174.74175,Spicy House Chinese Takeaway,-36.88807061492852,174.7471048002705,Asian Restaurant
255,Balmoral,-36.89075,174.74175,New Flavour Restaurant,-36.88752203216402,174.74724927395505,Chinese Restaurant
256,Balmoral,-36.89075,174.74175,Voilà,-36.89233405646779,174.73638235375088,Coffee Shop
257,Balmoral,-36.89075,174.74175,Zap2 Thai,-36.89012080978133,174.74638177995254,Thai Restaurant
258,Balmoral,-36.89075,174.74175,7 Siri Taste Of Sri Lanka,-36.892152,174.736252,Sri Lankan Restaurant
259,Balmoral,-36.89075,174.74175,Clip 'N Climb,-36.88789969262003,174.74749356904948,Gym
260,Balmoral,-36.89075,174.74175,Cazador,-36.89379650280359,174.7452668464155,Mediterranean Restaurant
261,Balmoral,-36.89075,174.74175,Paradise Buffet,-36.892166,174.73563,Buffet
262,Balmoral,-36.89075,174.74175,La Voie Francaise Bakery,-36.89873171429883,174.74472234030816,Bakery
263,Balmoral,-36.89075,174.74175,Bawarchi,-36.89149197109392,174.73642559901822,Indian Restaurant
264,Balmoral,-36.89075,174.74175,Big Beat Coffee & Kitchen,-36.89024061940197,174.74658074078954,Coffee Shop
265,Balmoral,-36.89075,174.74175,Potters Park,-36.88715384200454,174.74829436835032,Park
266,Balmoral,-36.89075,174.74175,Capitol Cinemas,-36.88782153341056,174.74728492917404,Movie Theater
267,Balmoral,-36.89075,174.74175,Jai Jalaram Khaman,-36.891905680285696,174.7363387059553,Indian Restaurant
268,Balmoral,-36.89075,174.74175,My Kitchen Express,-36.887554487238,174.74729499459212,Chinese Restaurant
269,Balmoral,-36.89075,174.74175,Mumbai Chaat,-36.891998962524546,174.73595658301022,Indian Restaurant
270,Balmoral,-36.89075,174.74175,Barilla Dumpling Restaurant,-36.88821454136712,174.7470759348056,Dumpling Restaurant
271,Balmoral,-36.89075,174.74175,KFC,-36.8866271120086,174.7472171082971,Fast Food Restaurant
272,Balmoral,-36.89075,174.74175,Gogo Music Cafe,-36.888095817452864,174.7470963246751,Asian Restaurant
